% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 8 2016, 10:46
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rhobead * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     499605.897303567         -2.1157940836235175E11   1.100001258937454E-16
1.5E-7                    520707.36239614454       -2.1044989348919562E11   1.111142722351681E-16
2.5E-7                    541695.8760014062        -2.093203786160395E11    1.2449778067273775E-16
3.5E-7                    562571.4381193524        -2.0819086374288348E11   1.2821659660733164E-16
4.5E-7                    583334.0487499827        -2.0706134886972726E11   1.3184251851049964E-16
5.5E-7                    603983.7078932978        -2.059318339965713E11    1.434206976239626E-16
6.5E-7                    624520.4155492971        -2.0480231912341528E11   1.4405168580438964E-16
7.5E-7                    644944.171717981         -2.0367280425025912E11   1.5102051198857464E-16
8.5E-7                    665254.9763993492        -2.025432893771031E11    1.5369815426872656E-16
9.5E-7                    685408.2940857004        -2.008755058790589E11    1.6149137442876404E-16
1.05E-6                   705443.3990031099        -1.9982659246913318E11   1.656692457343374E-16
1.15E-6                   725373.612579527         -1.9877767905920752E11   1.6806174230939387E-16
1.25E-6                   745198.9348149516        -1.977287656492819E11    1.7506697860438028E-16
1.3500000000000002E-6     764919.3657093833        -1.9667985223935614E11   1.7796060747745164E-16
1.4499999999999999E-6     784534.9052628228        -1.9563093882943045E11   1.8350760681150699E-16
1.55E-6                   804045.5534752695        -1.9458202541950476E11   1.8537021945447264E-16
1.65E-6                   823451.3103467239        -1.9353311200957907E11   1.9012226947604614E-16
1.75E-6                   842752.1758771853        -1.9248419859965338E11   1.9026959690419863E-16
1.85E-6                   861948.1500666547        -1.914352851897277E11    1.9373926579989273E-16
1.95E-6                   881039.2329151308        -1.9038637177980197E11   1.954905830895E-16
2.0500000000000003E-6     900025.4244226146        -1.893374583698762E11    1.9655562920715572E-16
2.15E-6                   918906.724589106         -1.8828854495995062E11   1.9661239618128801E-16
2.25E-6                   937683.1334146049        -1.8723963155002493E11   1.9752057328309374E-16
2.35E-6                   956354.6508991111        -1.8619071814009924E11   1.9780724811870152E-16
2.45E-6                   974921.2770426249        -1.8514180473017346E11   1.9679289070167093E-16
2.55E-6                   993383.011845146         -1.8409289132024786E11   1.9569534667029077E-16
2.65E-6                   1011739.8553066741       -1.8304397791032208E11   1.945828665183296E-16
2.75E-6                   1029991.8074272102       -1.819950645003963E11    1.934699212292538E-16
2.8500000000000002E-6     1048138.868206754        -1.809461510904707E11    1.9233914867379514E-16
2.95E-6                   1066181.0376453043       -1.7989723768054498E11   1.9122779643110546E-16
3.0500000000000004E-6     1084118.315742863        -1.7884832427061932E11   1.9015606755239312E-16
3.15E-6                   1101950.7024994278       -1.7779941086069366E11   1.8906258891863333E-16
3.25E-6                   1119678.1979150013       -1.76750497450768E11     1.8794617018376838E-16
3.35E-6                   1137262.6280679787       -1.7526794914735852E11   1.8684719848670932E-16
3.45E-6                   1154732.8986571175       -1.7413746263542303E11   1.8566877665344244E-16
3.5500000000000003E-6     1172090.1205950629       -1.7300697612348734E11   1.8463417092759575E-16
3.65E-6                   1189423.7517703702       -1.7520261183491534E11   1.8348869574908414E-16
3.75E-6                   1206900.3902216284       -1.7433015719024805E11   1.8235782507697558E-16
3.85E-6                   1224289.7832084198       -1.7345770254558084E11   1.812444770095658E-16
3.95E-6                   1241642.4651615636       -1.7405220229979388E11   1.8017614362791025E-16
4.05E-6                   1258986.0622815045       -1.7281974009902594E11   1.7910220842452372E-16
4.15E-6                   1276206.4131813683       -1.7158727789825784E11   1.7802502919572016E-16
4.250000000000001E-6      1293303.517861156        -1.703548156974894E11    1.768793284597515E-16
4.35E-6                   1310233.4018069308       -1.675591706299828E11    1.7577395305686354E-16
4.45E-6                   1326940.920089716        -1.6659119502574063E11   1.747612651059868E-16
4.5500000000000005E-6     1343551.640812078        -1.6562321942149908E11   1.7363791932797E-16
4.6499999999999995E-6     1360065.5639740163       -1.6465524381725644E11   1.725705315508012E-16
4.75E-6                   1376482.6895755294       -1.6368726821301437E11   1.714989204553693E-16
4.85E-6                   1392861.6745892437       -1.643490220982141E11    1.704518116883337E-16
4.950000000000001E-6      1409240.7455930305       -1.6323239797753006E11   1.6938240000710166E-16
5.05E-6                   1425508.1541847493       -1.6211577385684613E11   1.682845065696299E-16
5.15E-6                   1441663.9003643994       -1.6099914973616196E11   1.6721249450657796E-16
5.2500000000000006E-6     1457707.9841319823       -1.59882525615478E11     1.661756778676109E-16
5.35E-6                   1473640.4054874957       -1.5876590149479404E11   1.6517183214530013E-16
5.45E-6                   1489461.1644309405       -1.5764927737410992E11   1.6411043750082344E-16
5.55E-6                   1505170.2609623177       -1.56532653253426E11     1.631147961459889E-16
5.65E-6                   1520767.695081626        -1.554160291327422E11    1.6208317113866247E-16
5.75E-6                   1536253.466788866        -1.5429940501205792E11   1.6106943880665907E-16
5.85E-6                   1551627.5760840373       -1.5318278089137393E11   1.6006021859782224E-16
5.950000000000001E-6      1566890.022967141        -1.520661567706901E11    1.5904649310028776E-16
6.05E-6                   1582040.807438176        -1.509495326500059E11    1.5801363455192732E-16
6.15E-6                   1597079.9294971419       -1.4983290852932172E11   1.5701624429809856E-16
6.25E-6                   1612007.38914404         -1.4871628440863788E11   1.560079772457312E-16
6.35E-6                   1626823.1863788702       -1.475996602879538E11    1.5499098986333537E-16
6.45E-6                   1641527.3212016306       -1.4648303616726987E11   1.539912216074861E-16
6.550000000000001E-6      1656119.793612324        -1.4536641204658594E11   1.5302739990326462E-16
6.65E-6                   1670600.603610948        -1.442497879259016E11    1.520750719019952E-16
6.75E-6                   1684969.7511975039       -1.4313316380521796E11   1.5113664302738703E-16
6.8500000000000005E-6     1699227.2363719915       -1.4201653968453378E11   1.5020440222863584E-16
6.9499999999999995E-6     1713373.059134411        -1.4089991556384988E11   1.4928446358784113E-16
7.05E-6                   1727406.2491393846       -1.3975816411456006E11   1.4836300567823713E-16
