% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 7 2016, 15:59
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rho * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     441.2077043909064        -5.711520885537404E9     1.2069618740075415E-27
1.5E-7                    1009.4574764257175       -5.653474555158817E9     1.2124220132562548E-27
2.5E-7                    1571.90261542267         -5.595428224780233E9     1.3600580768153953E-27
3.5E-7                    2128.5431213817637       -5.537381894401647E9     1.3947399630541578E-27
4.5E-7                    2679.3789943029988       -5.479335564023063E9     1.4282490606358875E-27
5.5E-7                    3224.4102341863763       -5.421289233644477E9     1.5540113867589761E-27
6.5E-7                    3763.6368410318955       -5.363242903265892E9     1.5515225150552533E-27
7.5E-7                    4297.058814839556        -5.305196572887308E9     1.6227711551154062E-27
8.5E-7                    4824.676155609357        -5.247150242508724E9     1.643514680763179E-27
9.5E-7                    5347.272022601586        -5.199446363386944E9     1.723892494051438E-27
1.05E-6                   5864.355669249109        -5.14222656956352E9      1.76182003525637E-27
1.15E-6                   6375.717336514289        -5.085006775740098E9     1.7784304974360315E-27
1.25E-6                   6881.357024397132        -5.027786981916676E9     1.8486696355081336E-27
1.3500000000000002E-6     7381.274732897624        -4.970567188093252E9     1.8717654597041097E-27
1.4499999999999999E-6     7875.470462015782        -4.913347394269829E9     1.9254341946335944E-27
1.55E-6                   8363.94421175159         -4.856127600446406E9     1.936978724979006E-27
1.65E-6                   8846.695982105062        -4.798907806622984E9     1.981666770643235E-27
1.75E-6                   9323.725773076188        -4.741688012799561E9     1.9736484239865284E-27
1.85E-6                   9795.033584664978        -4.684468218976137E9     2.0043851136782603E-27
1.95E-6                   10260.619416871417       -4.627248425152716E9     2.0159667809296252E-27
2.0500000000000003E-6     10720.483269695516       -4.570028631329292E9     2.0192276777175585E-27
2.15E-6                   11174.625143137273       -4.512808837505871E9     2.011721795261135E-27
2.25E-6                   11623.045037196689       -4.455589043682447E9     2.014987085972372E-27
2.35E-6                   12065.74295187376        -4.398369249859023E9     2.0104888677030114E-27
2.45E-6                   12502.718887168496       -4.341149456035599E9     1.9925526172686916E-27
2.55E-6                   12933.972843080888       -4.2839296622121773E9    1.9731385919896114E-27
2.65E-6                   13359.504819610931       -4.226709868388755E9     1.9548433378686682E-27
2.75E-6                   13779.314816758637       -4.1694900745653305E9    1.9374786812019712E-27
2.8500000000000002E-6     14193.402834524          -4.112270280741911E9     1.9191870454106433E-27
2.95E-6                   14601.768872907016       -4.0550504869184847E9    1.9025025764340652E-27
3.0500000000000004E-6     15004.4129319077         -3.9978306930950623E9    1.886805773423441E-27
3.15E-6                   15401.335011526025       -3.940610899271641E9     1.8707954612284375E-27
3.25E-6                   15792.535111762021       -3.8833911054482193E9    1.8549459173032312E-27
3.35E-6                   16177.763919933257       -3.822341423224734E9     1.840616705455291E-27
3.45E-6                   16557.007412726056       -3.762528432631374E9     1.8260193308908848E-27
3.5500000000000003E-6     16930.26960645953        -3.7027154420380087E9    1.8116500076647866E-27
3.65E-6                   17308.209437519392       -4.0401780644423466E9    1.7980826825268245E-27
3.75E-6                   17711.12959856411        -4.018225156452115E9     1.784577407466166E-27
3.85E-6                   18111.85446880982        -3.9962722484618893E9    1.7721429393140933E-27
3.95E-6                   18512.270078024703       -4.0296447040653634E9    1.7586064067863956E-27
4.05E-6                   18913.639146018086       -3.9977366558023252E9    1.7474650213572234E-27
4.15E-6                   19311.81740918515        -3.965828607539279E9     1.735885409118343E-27
4.250000000000001E-6      19706.804867525938       -3.93392055927623E9      1.723167983239365E-27
4.35E-6                   20098.370049469417       -3.894687975338877E9     1.7124466188578282E-27
4.45E-6                   20486.6417660733         -3.8707463567390523E9    1.7025540053982794E-27
4.5500000000000005E-6     20872.51932081722        -3.846804738139226E9     1.6909787490564244E-27
4.6499999999999995E-6     21256.002713701153       -3.822863119539393E9     1.6805429529537823E-27
4.75E-6                   21637.091944725096       -3.7989215009395623E9    1.671104938166239E-27
4.85E-6                   22017.193484740306       -3.814047869669617E9     1.6606911038569106E-27
4.950000000000001E-6      22397.22029510879        -3.7864883377002215E9    1.6507704538955182E-27
5.05E-6                   22774.491152280345       -3.75892880573083E9      1.640678750041092E-27
5.15E-6                   23149.00605625495        -3.731369273761438E9     1.6305061713583686E-27
5.2500000000000006E-6     23520.76500703264        -3.7038097417920446E9    1.6218201561740845E-27
5.35E-6                   23889.768004613372       -3.6762502098226514E9    1.6124011053346512E-27
5.45E-6                   24256.015048997167       -3.64869067785326E9      1.603070530516229E-27
5.55E-6                   24619.50614018402        -3.621131145883868E9     1.5941538285334116E-27
5.65E-6                   24980.241278173937       -3.593571613914475E9     1.5848195047292522E-27
5.75E-6                   25338.220462966914       -3.5660120819450836E9    1.5753160925328747E-27
5.85E-6                   25693.443694562957       -3.5384525499756885E9    1.5657491844229955E-27
5.950000000000001E-6      26045.910972962065       -3.5108930180062957E9    1.5565794530493278E-27
6.05E-6                   26395.622298164213       -3.4833334860369053E9    1.5462550554348506E-27
6.15E-6                   26742.577670169434       -3.4557739540675087E9    1.5362635177718625E-27
6.25E-6                   27086.777088977717       -3.428214422098118E9     1.5261679204619306E-27
6.35E-6                   27428.22055458907        -3.4006548901287236E9    1.516054797596512E-27
6.45E-6                   27766.908067003464       -3.3730953581593328E9    1.5059932464014901E-27
6.550000000000001E-6      28102.839626220935       -3.3455358261899405E9    1.4962348670424994E-27
6.65E-6                   28436.015232241454       -3.317976294220546E9     1.486590747048565E-27
6.75E-6                   28766.434885065035       -3.2904167622511554E9    1.4771014745521205E-27
6.8500000000000005E-6     29094.098584691685       -3.2628572302817597E9    1.4677157497214231E-27
6.9499999999999995E-6     29419.00633112139        -3.235297698312369E9     1.4583738615982664E-27
7.05E-6                   29741.206371760294       -3.211703844043642E9     1.4490252895019094E-27
7.15E-6                   30061.58788096138        -3.195926339978264E9     1.4397471441488705E-27
7.250000000000001E-6      30380.391639755948       -3.1801488359128885E9    1.430632973428374E-27
7.35E-6                   30697.617648143958       -3.1643713318475065E9    1.4218529692943494E-27
7.45E-6                   31013.26590612545        -3.1485938277821302E9    1.4129005650145011E-27
7.5500000000000006E-6     31327.336413700392       -3.1328163237167497E9    1.4041601757316705E-27
7.65E-6                   31639.829170868794       -3.117038819651375E9     1.3957034034401162E-27
7.75E-6                   31950.74417763068        -3.1012613155859966E9    1.3870655185958838E-27
7.85E-6                   32260.081433985993       -3.0854838115206175E9    1.3787505953276672E-27
7.95E-6                   32567.840939934787       -3.0697063074552393E9    1.3706720306982837E-27
8.050000000000001E-6      32874.02269547705        -3.0539288033898587E9    1.362427544846662E-27
8.15E-6                   33178.62670061277        -3.03815129932448E9      1.3546199433666012E-27
8.25E-6                   33481.65295534196        -3.022373795259105E9     1.3467568426697191E-27
8.35E-6                   33783.101459664584       -3.006596291193724E9     1.3389637907505182E-27
8.449999999999999E-6      34082.97221358069        -2.9908187871283474E9    1.3315828862032607E-27
8.550000000000001E-6      34381.265217090244       -2.9750412830629697E9    1.3242345685287439E-27
8.65E-6                   34677.98047019328        -2.9592637789975905E9    1.3169177200205035E-27
8.750000000000001E-6      34973.117972889784       -2.9434862749322104E9    1.3095053761691727E-27
8.85E-6                   35266.67772517971        -2.9277087708668327E9    1.30254338927113E-27
8.949999999999999E-6      35558.65972706314        -2.911931266801458E9     1.2956149286091955E-27
9.050000000000001E-6      35849.06397854002        -2.8961537627360764E9    1.2887052713083366E-27
9.15E-6                   36137.89047961035        -2.880376258670697E9     1.2818456437425992E-27
9.25E-6                   36425.13923027416        -2.864598754605322E9     1.275074010997256E-27
9.35E-6                   36710.81023053142        -2.84882125053994E9      1.2684316271403205E-27
9.450000000000001E-6      36994.90348038215        -2.833043746474563E9     1.2619073141087166E-27
9.55E-6                   37277.41897982633        -2.8172662424091845E9    1.2552732282562662E-27
9.65E-6                   37558.356728863975       -2.8014887383438063E9    1.248539691961243E-27
9.75E-6                   37837.716727495106       -2.78571123427843E9      1.2420072743428033E-27
9.849999999999999E-6      38115.49897571967        -2.769933730213048E9     1.2355259266049713E-27
9.950000000000001E-6      38391.703473537695       -2.754156226147674E9     1.2291906146450288E-27
1.005E-5                  38666.3302209492         -2.7383787220822926E9    1.2225850207823713E-27
1.015E-5                  38939.37921795416        -2.7226012180169177E9    1.216243218196644E-27
1.025E-5                  39211.128041013995       -2.7106298349016256E9    1.2098619102357352E-27
1.0350000000000001E-5     39481.48134144485        -2.6964361737155237E9    1.2035753001643641E-27
1.045E-5                  39750.41527575711        -2.68224251252942E9      1.1973629658101263E-27
1.055E-5                  40017.929843950755       -2.6680488513433166E9    1.1909869134520657E-27
1.065E-5                  40285.11969239654        -2.6663147168528295E9    1.184860197202489E-27
