% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 9 2016, 14:49
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rhobead * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     49081.06151253389        -3.6078849452259083E9    1.88633001818128E-21
1.5E-7                    49440.995699678075       -3.5907987976578693E9    1.9065897329550763E-21
2.5E-7                    49799.22127206545        -3.5737126500898094E9    2.136004125959845E-21
3.5E-7                    50155.73822969603        -3.556626502521776E9     2.2008161152396094E-21
4.5E-7                    50510.5465725698         -3.539540354953722E9     2.26409813107158E-21
5.5E-7                    50863.64630068677        -3.5224542073856754E9    2.462931831710298E-21
6.5E-7                    51215.03741404694        -3.5053680598176317E9    2.4753493648071153E-21
7.5E-7                    51564.71991265032        -3.4882819122495785E9    2.595791320738715E-21
8.5E-7                    51912.693796496875       -3.4711957646815357E9    2.6431875692047455E-21
9.5E-7                    52258.14641382764        -3.444275516554659E9     2.7777964782977295E-21
1.05E-6                   52601.79163979308        -3.4286290027543473E9    2.850861120713783E-21
1.15E-6                   52943.8722143785         -3.4129824889540434E9    2.893572769655209E-21
1.25E-6                   53284.388137583905       -3.397335975153749E9     3.0149282600549057E-21
1.3500000000000002E-6     53623.33940940924        -3.3816894613534393E9    3.0662058135902618E-21
1.4499999999999999E-6     53960.726029854595       -3.366042947553137E9     3.162730632681883E-21
1.55E-6                   54296.54799891989        -3.3503964337528276E9    3.1964557681064497E-21
1.65E-6                   54630.805316605154       -3.334749919952523E9     3.2794550111040343E-21
1.75E-6                   54963.497982910376       -3.319103406152217E9     3.28396758584016E-21
1.85E-6                   55294.6259978356         -3.3034568923519135E9    3.3450726745080575E-21
1.95E-6                   55624.18936138077        -3.2878103785516014E9    3.3768569675481785E-21
2.0500000000000003E-6     55952.188073545905       -3.272163864751293E9     3.3969649851020195E-21
2.15E-6                   56278.622134331024       -3.2565173509509926E9    3.399829737856627E-21
2.25E-6                   56603.49154373612        -3.240870837150692E9     3.417124678755312E-21
2.35E-6                   56926.79630176117        -3.2252243233503838E9    3.423868904769222E-21
2.45E-6                   57248.5364084062         -3.2095778095500755E9    3.408307435843662E-21
2.55E-6                   57568.71186367118        -3.193931295749777E9     3.391338725710883E-21
2.65E-6                   57887.32266755614        -3.1782847819494667E9    3.3740036406561257E-21
2.75E-6                   58204.36882006107        -3.162638268149151E9     3.3565665887434996E-21
2.8500000000000002E-6     58519.85032118599        -3.1469917543488617E9    3.338846762318361E-21
2.95E-6                   58833.76717093084        -3.131345240548546E9     3.3213496655919637E-21
3.0500000000000004E-6     59146.11936929572        -3.1156987267482452E9    3.30444467907261E-21
3.15E-6                   59456.90691628047        -3.100052212947937E9     3.2871490248391037E-21
3.25E-6                   59766.129811885265       -3.08440569914764E9      3.2694198720984122E-21
3.35E-6                   60073.10551017442        -3.061027591433233E9     3.2518556244435293E-21
3.45E-6                   60378.35526379784        -3.043967481035595E9     3.2328489553706707E-21
3.5500000000000003E-6     60681.89900638149        -3.0269073706379294E9    3.2163723845550178E-21
3.65E-6                   60985.022394663014       -3.0574971515292883E9    3.1978393238614465E-21
3.75E-6                   61290.04862213238        -3.043027397858029E9     3.179514065485972E-21
3.85E-6                   61593.627874234626       -3.02855764418678E9      3.1614000303902014E-21
3.95E-6                   61896.60237370023        -3.0385179315328045E9    3.1441450925312415E-21
4.05E-6                   62199.42503553086        -3.017935305079754E9     3.1265966009381187E-21
4.15E-6                   62500.18943471618        -2.997352678626707E9     3.1089792425522127E-21
4.250000000000001E-6      62798.8955712562         -2.9767700521736603E9    3.0901885138131122E-21
4.35E-6                   63094.788045594156       -2.9293148216209116E9    3.0719683475670502E-21
4.45E-6                   63386.91026948971        -2.91312965629056E9      3.0552975923526475E-21
4.5500000000000005E-6     63677.41397685226        -2.896944490960209E9     3.0367417658741424E-21
4.6499999999999995E-6     63966.29916768177        -2.8807593256298294E9    3.0190929577101275E-21
4.75E-6                   64253.56584197822        -2.864574160299473E9     3.0012650562915814E-21
4.85E-6                   64540.21746917992        -2.876271488708872E9     2.983922826366198E-21
4.950000000000001E-6      64826.908782626015       -2.857554780213874E9     2.966118946032658E-21
5.05E-6                   65111.72842522267        -2.8388380717188854E9    2.947790370252824E-21
5.15E-6                   65394.676396969786       -2.820121363223893E9     2.9299075250726942E-21
5.2500000000000006E-6     65675.75269786747        -2.801404654728896E9     2.912528329081748E-21
5.35E-6                   65954.9573279156         -2.782687946233899E9     2.8957692895027032E-21
5.45E-6                   66232.29028711423        -2.763971237738907E9     2.8779543279709945E-21
5.55E-6                   66507.75157546338        -2.7452545292439127E9    2.861256813702166E-21
5.65E-6                   66781.34119296302        -2.7265378207489147E9    2.843932375018803E-21
5.75E-6                   67053.05913961316        -2.7078211122539206E9    2.826924321108219E-21
5.85E-6                   67322.9054154138         -2.6891044037589197E9    2.8099800420137875E-21
5.950000000000001E-6      67590.88002036496        -2.6703876952639313E9    2.7929155925875543E-21
6.05E-6                   67856.98295446658        -2.6516709867689314E9    2.7755794409586394E-21
6.15E-6                   68121.21421771875        -2.6329542782739263E9    2.7588347621875033E-21
6.25E-6                   68383.57381012138        -2.6142375697789345E9    2.741898289796393E-21
