% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 9 2016, 15:06
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rhobead * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     1.5465725231226284E7     -4.186712533996582E10    2.190959940095571E-20
1.5E-7                    1.5469902241745729E7     -4.167308504893994E10    2.2147032627066593E-20
2.5E-7                    1.547405984823607E7      -4.147904475791504E10    2.4811479460926858E-20
3.5E-7                    1.5478198050697308E7     -4.128500446689307E10    2.5566164636558203E-20
4.5E-7                    1.5482316849129446E7     -4.10909641758689E10     2.6303231887509035E-20
5.5E-7                    1.5486416243532484E7     -4.089692388484595E10    2.861318776427878E-20
6.5E-7                    1.5490496233906414E7     -4.0702883593823E10      2.876034607558173E-20
7.5E-7                    1.5494556820251253E7     -4.050884330279663E10    3.0161014158156166E-20
8.5E-7                    1.549859800256698E7      -4.0314803011773315E10   3.071425257930318E-20
9.5E-7                    1.5502610348293442E7     -4.000663722335478E10    3.227956708583477E-20
1.05E-6                   1.5506602148093669E7     -3.982935878129889E10    3.3130840875481944E-20
1.15E-6                   1.5510576220049698E7     -3.965208033924231E10    3.3630047596581306E-20
1.25E-6                   1.5514532564161517E7     -3.947480189718872E10    3.5041940299311015E-20
1.3500000000000002E-6     1.5518471180429133E7     -3.9297523455132935E10   3.5640745576603085E-20
1.4499999999999999E-6     1.5522392068852548E7     -3.912024501307764E10    3.676458952390567E-20
1.55E-6                   1.5526295229431756E7     -3.89429665710188E10     3.7159872537519677E-20
1.65E-6                   1.5530180662166754E7     -3.876568812896338E10    3.8126985002598424E-20
1.75E-6                   1.5534048367057543E7     -3.858840968690723E10    3.8183436614315116E-20
1.85E-6                   1.5537898344104135E7     -3.841113124485205E10    3.889657998536872E-20
