% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 7 2016, 15:46
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rho * beta * hbar_const * c_const / m) (J/m)
2.685E-5                  74087.43877972382        -1.4932848359979892E9    6.643472199990551E-31
2.695E-5                  74236.58312184497        -1.4896020064250216E9    6.627748043136906E-31
2.705E-5                  74385.35918100884        -1.4859191768520498E9    6.611932719582071E-31
2.7150000000000003E-5     74533.76695721538        -1.4822363472790785E9    6.596115284701922E-31
2.725E-5                  74681.80645046465        -1.47855351770611E9      6.580301255660251E-31
2.735E-5                  74829.47766075659        -1.4748706881331406E9    6.564337652536451E-31
2.745E-5                  74976.78058809126        -1.4711878585601678E9    6.5483650377286375E-31
2.7550000000000002E-5     75123.71523246865        -1.4675050289871979E9    6.5323147822308085E-31
2.765E-5                  75270.2815938887         -1.463822199414227E9     6.516292361406414E-31
2.775E-5                  75416.4796723515         -1.460139369841257E9     6.500220884933807E-31
2.785E-5                  75562.30946785698        -1.4564565402682848E9    6.484133529555389E-31
2.795E-5                  75707.77098040514        -1.4527737106953151E9    6.4680288291936925E-31
2.805E-5                  75852.86420999603        -1.4490908811223426E9    6.451870683922985E-31
2.8150000000000003E-5     75997.5891566296         -1.4454080515493748E9    6.435663735572187E-31
2.8250000000000002E-5     76141.9458203059         -1.4417252219764035E9    6.419457981126119E-31
2.835E-5                  76285.93420102488        -1.4380423924034321E9    6.403208526959993E-31
2.845E-5                  76429.5542987866         -1.4343595628304625E9    6.386955178621359E-31
2.855E-5                  76572.80611359098        -1.4306767332574906E9    6.370609445028799E-31
2.865E-5                  76715.6896454381         -1.4269939036845222E9    6.354268598382443E-31
2.875E-5                  76858.2048943279         -1.4233110741115503E9    6.33791341362919E-31
2.885E-5                  77000.35186026039        -1.4196282445385802E9    6.321564346852414E-31
2.895E-5                  77142.1305432356         -1.4159454149656076E9    6.305233240177994E-31
2.905E-5                  77283.54094325352        -1.4122625853926358E9    6.288876714960912E-31
2.915E-5                  77424.58306031412        -1.40857975581967E9      6.27251022333031E-31
2.9250000000000003E-5     77565.25689441744        -1.404896926246698E9     6.256205927765763E-31
2.9350000000000002E-5     77705.56244556347        -1.401214096673727E9     6.2398339872563585E-31
2.945E-5                  77845.49971375219        -1.3975312671007555E9    6.223457417413567E-31
2.955E-5                  77985.0686989836         -1.3938484375277858E9    6.207165839037277E-31
2.965E-5                  78124.26940125774        -1.3901656079548154E9    6.19090441115223E-31
2.9749999999999998E-5     78263.10182057458        -1.3864827783818445E9    6.17463451831717E-31
2.985E-5                  78401.56595693412        -1.3827999488088732E9    6.158451929445218E-31
2.9950000000000003E-5     78539.66181033639        -1.3791171192359033E9    6.142251881589499E-31
3.0050000000000002E-5     78677.3893807813         -1.3754342896629314E9    6.126098092782946E-31
3.015E-5                  78814.74866826895        -1.371751460089962E9     6.110050549858275E-31
3.025E-5                  78951.73967279927        -1.3680686305169923E9    6.0939884324077645E-31
3.035E-5                  79088.36239437234        -1.3643858009440227E9    6.0779927452079835E-31
3.045E-5                  79224.61683298809        -1.3607029713710485E9    6.062140226173614E-31
3.0550000000000004E-5     79360.50298864656        -1.357020141798081E9     6.046227432218131E-31
3.065E-5                  79496.02086134772        -1.3533373122251096E9    6.0303574362235005E-31
3.075E-5                  79631.17045109159        -1.3496544826521409E9    6.0146644870044415E-31
3.085E-5                  79765.95175787812        -1.3459716530791664E9    5.9990125606466415E-31
3.095E-5                  79900.36478170738        -1.3422888235061958E9    5.983336507528806E-31
3.105E-5                  80034.40952257937        -1.338605993933225E9     5.967832222129425E-31
3.115E-5                  80168.08598049404        -1.3349231643602579E9    5.95242339856697E-31
3.125E-5                  80301.39415545143        -1.3312403347872841E9    5.937240291870958E-31
3.135E-5                  80434.33404745153        -1.327557505214315E9     5.922357997329701E-31
3.145E-5                  80566.9056564943         -1.3238746756413426E9    5.907519053992159E-31
3.155E-5                  80699.10898257975        -1.3201918460683727E9    5.892949838755478E-31
3.165E-5                  80830.94402570796        -1.3165090164954045E9    5.878376043605205E-31
3.175E-5                  80962.41078587888        -1.3128261869224324E9    5.864512522103274E-31
3.185E-5                  81093.50926309245        -1.3091433573494616E9    5.851131867514174E-31
3.195E-5                  81224.23945734877        -1.305460527776491E9     5.837484549333297E-31
3.205E-5                  81354.60136864775        -1.3017776982035217E9    5.823936543921557E-31
3.2149999999999995E-5     81484.59499698944        -1.2980948686305509E9    5.811335720533239E-31
3.2250000000000005E-5     81614.22034237387        -1.2944120390575793E9    5.798726257335279E-31
3.235E-5                  81743.47740480096        -1.2907292094846098E9    5.785679392013017E-31
3.245E-5                  81872.36618427078        -1.287046379911639E9     5.774127892717482E-31
3.2550000000000005E-5     82000.8866807833         -1.2833635503386686E9    5.762215081061788E-31
3.265E-5                  82129.03889433852        -1.2796807207656994E9    5.75145386224109E-31
3.275E-5                  82256.82282493646        -1.2759978911927295E9    5.740139874676241E-31
3.285E-5                  82384.23847257705        -1.2723150616197593E9    5.728961056158588E-31
3.295E-5                  82511.28583726038        -1.2686322320467858E9    5.7181059348717275E-31
3.3050000000000004E-5     82637.96491898643        -1.2649494024738197E9    5.709303539357686E-31
3.315E-5                  82764.27571775517        -1.2612665729008431E9    5.6988322805362885E-31
3.325E-5                  82890.21823356657        -1.2575837433278737E9    5.688733964655436E-31
3.335E-5                  83015.7924664207         -1.253900913754902E9     5.680141903491043E-31
3.345E-5                  83140.99841631757        -1.2502180841819358E9    5.671053107675535E-31
3.355E-5                  83265.83608325712        -1.246535254608961E9     5.662656891765749E-31
3.365E-5                  83390.30546723938        -1.2428524250359902E9    5.653981777168215E-31
3.375E-5                  83514.67846080528        -1.245521559369048E9     5.646543778189709E-31
3.3849999999999996E-5     83641.7045525013         -1.2828999983834114E9    5.638289768714262E-31
3.395E-5                  83769.90534600617        -1.2811158717135134E9    5.630678863232401E-31
