% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 7 2016, 15:54
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rho * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     767.9094648064508        -5.559858790683187E9     1.1831438412010231E-28
1.5E-7                    1321.2907438380987       -5.50776678994977E9      1.189673538460758E-28
2.5E-7                    1869.462822796405        -5.455674789216355E9     1.3342345283891358E-28
3.5E-7                    2412.42570168137         -5.403582788482938E9     1.3692972936993598E-28
4.5E-7                    2950.1793804929925       -5.351490787749521E9     1.403221782396435E-28
5.5E-7                    3482.723859231274        -5.299398787016106E9     1.5266902079311055E-28
6.5E-7                    4010.0591378962145       -5.247306786282689E9     1.5258908715102168E-28
7.5E-7                    4532.185216487812        -5.195214785549273E9     1.5966183102815743E-28
8.5E-7                    5049.102095006068        -5.143122784815857E9     1.618453173994185E-28
9.5E-7                    5561.144324865644        -5.095723037249951E9     1.6980941163712193E-28
1.05E-6                   6068.164755732483        -5.044685580086873E9     1.736618165689228E-28
1.15E-6                   6570.081440883017        -4.993648122923797E9     1.7545602964715215E-28
1.25E-6                   7066.894380317248        -4.942610665760719E9     1.8245255179429818E-28
1.3500000000000002E-6     7558.603574035161        -4.891573208597642E9     1.8486154782161915E-28
1.4499999999999999E-6     8045.209022036772        -4.840535751434565E9     1.9024362608640643E-28
1.55E-6                   8526.710724322076        -4.789498294271487E9     1.9152332654369133E-28
1.65E-6                   9003.10868089107         -4.73846083710841E9      1.9602771010442876E-28
1.75E-6                   9474.402891743757        -4.687423379945332E9     1.9540154259457955E-28
1.85E-6                   9940.59335688014         -4.636385922782254E9     1.9853470763488143E-28
1.95E-6                   10401.680076300208       -4.585348465619177E9     1.9979326640717388E-28
2.0500000000000003E-6     10857.663050003972       -4.534311008456099E9     2.0025017886026053E-28
2.15E-6                   11308.542277991426       -4.483273551293022E9     1.9964516214760877E-28
2.25E-6                   11754.317760262575       -4.432236094129945E9     2.000702659809548E-28
2.35E-6                   12194.989496817416       -4.381198636966866E9     1.99751218573727E-28
2.45E-6                   12630.557487655951       -4.330161179803788E9     1.9809781603376426E-28
2.55E-6                   13061.02173277818        -4.279123722640711E9     1.9631086501908612E-28
2.65E-6                   13486.38223218409        -4.2280862654776344E9    1.9460941363129014E-28
2.75E-6                   13906.638985873702       -4.177048808314556E9     1.9298201212566452E-28
2.8500000000000002E-6     14321.791993847008       -4.1260113511514797E9    1.9127863106017208E-28
2.95E-6                   14731.841256103997       -4.0749738939884014E9    1.8970610488692108E-28
3.0500000000000004E-6     15136.78677264469        -4.023936436825324E9     1.8822126829916681E-28
3.15E-6                   15536.628543469058       -3.9728989796622467E9    1.8670779802594642E-28
3.25E-6                   15931.36656857713        -3.9218615224991713E9    1.8520200424715857E-28
3.35E-6                   16320.649002198905       -3.86600180430412E9      1.8382177856925353E-28
3.45E-6                   16704.574489056373       -3.8125079328453317E9    1.8240441774220939E-28
3.5500000000000003E-6     17083.150588767967       -3.759014061386537E9     1.8103638833097623E-28
3.65E-6                   17465.24957403003        -4.0362375218482676E9    1.7970867037297154E-28
3.75E-6                   17867.78666563833        -4.0145043103176966E9    1.7839033519550791E-28
3.85E-6                   18268.150436093572       -3.9927710987871256E9    1.7716130901938096E-28
3.95E-6                   18668.072039871775       -4.0217456153133116E9    1.7585492079109445E-28
4.05E-6                   19068.680560122233       -3.9904247896959085E9    1.7473744344333963E-28
4.15E-6                   19466.15699781095        -3.9591039640785055E9    1.7358579211885495E-28
4.250000000000001E-6      19860.50135293793        -3.9277831384611077E9    1.7233089791275311E-28
4.35E-6                   20251.312439497327       -3.882914930297443E9     1.7124215271065974E-28
4.45E-6                   20638.41816579452        -3.8591995956465745E9    1.7023981305958728E-28
4.5500000000000005E-6     21023.15235862664        -3.8354842609957075E9    1.6908186204649657E-28
4.6499999999999995E-6     21405.515017993668       -3.8117689263448386E9    1.6802612438451766E-28
4.75E-6                   21785.506143895596       -3.7880535916939697E9    1.6704941078479505E-28
4.85E-6                   22164.524855867323       -3.8032033331023088E9    1.6600110206531054E-28
4.950000000000001E-6      22543.47983608141        -3.77589627117963E9      1.6498793560487272E-28
5.05E-6                   22919.70411010324        -3.748589209256954E9     1.6395585968568274E-28
5.15E-6                   23293.197677932792       -3.7212821473342767E9    1.6292331217422957E-28
5.2500000000000006E-6     23663.9605395701         -3.6939750854115973E9    1.620166130931034E-28
5.35E-6                   24031.992695015128       -3.6666680234889207E9    1.6105866824632028E-28
5.45E-6                   24397.29414426788        -3.6393609615662456E9    1.6009647705700198E-28
5.55E-6                   24759.864887328367       -3.6120538996435666E9    1.5918148028830761E-28
5.65E-6                   25119.704924196598       -3.58474683772089E9      1.582260825153477E-28
5.75E-6                   25476.814254872545       -3.557439775798209E9     1.572611716219881E-28
5.85E-6                   25831.192879356233       -3.530132713875532E9     1.5629270031555792E-28
5.950000000000001E-6      26182.840797647663       -3.502825651952858E9     1.5535499502554818E-28
6.05E-6                   26531.758009746813       -3.475518590030177E9     1.5432185334438023E-28
6.15E-6                   26877.944515653693       -3.4482115281074977E9    1.5332270451897093E-28
6.25E-6                   27221.40031536831        -3.420904466184823E9     1.5231301393072767E-28
6.35E-6                   27562.12540889066        -3.3935974042621436E9    1.5130035377770565E-28
6.45E-6                   27900.119796220733       -3.3662903423394666E9    1.5029546304853854E-28
