% Model:              3D_chameleons.mph
% Version:            COMSOL 5.0.0.243
% Date:               Apr 8 2016, 11:23
% Dimension:          1
% Nodes:              5000
% Expressions:        3
% Description:        Dependent variable u2, Gradient of u2, x component, Integral on the sphere with radius r
% cln5x                   u2 (1/m)                 u2x (1/m^2)              ballint(2.5e-6[m], -u2x * rhobead * beta * hbar_const * c_const / m) (J/m)
5.0000000000000004E-8     910140.5283733862        -7.060111407611805E11    3.652361538562767E-15
1.5E-7                    980534.3493622798        -7.018652790166848E11    3.6872896509272895E-15
2.5E-7                    1050513.5841767236       -6.977194172721898E11    4.131849027493288E-15
3.5E-7                    1120078.2328167176       -6.935735555276941E11    4.253461371735916E-15
4.5E-7                    1189228.2952822621       -6.89427693783199E11     4.371899712964855E-15
5.5E-7                    1257963.7715733575       -6.852818320387034E11    4.755855338256904E-15
6.5E-7                    1326284.661690003        -6.81135970294208E11     4.773944369354206E-15
7.5E-7                    1394190.9656321993       -6.769901085497126E11    5.00368417677632E-15
8.5E-7                    1461682.6833999455       -6.728442468052173E11    5.089950058140388E-15
9.5E-7                    1528626.12116746         -6.670870957972814E11    5.347036531228539E-15
1.05E-6                   1595140.220674147        -6.631948943364711E11    5.483256889420327E-15
1.15E-6                   1661265.100034754        -6.593026928756614E11    5.559707450320734E-15
1.25E-6                   1727000.7592492802       -6.554104914148513E11    5.7901760787032835E-15
1.3500000000000002E-6     1792347.1983177238       -6.515182899540413E11    5.883429370510655E-15
1.4499999999999999E-6     1857304.417240088        -6.476260884932313E11    6.06524667685654E-15
1.55E-6                   1921872.4160163705       -6.437338870324211E11    6.12412573374238E-15
1.65E-6                   1986051.1946465727       -6.398416855716113E11    6.279414951003503E-15
1.75E-6                   2049840.7531306928       -6.359494841108013E11    6.281049737371705E-15
1.85E-6                   2113241.0914687333       -6.320572826499913E11    6.3937021032410344E-15
1.95E-6                   2176252.209660691        -6.281650811891813E11    6.449118727859527E-15
2.0500000000000003E-6     2238874.1077065687       -6.242728797283712E11    6.4815443251325444E-15
2.15E-6                   2301106.7856063647       -6.203806782675613E11    6.4805047592121735E-15
2.25E-6                   2362950.2433600808       -6.164884768067513E11    6.5081117689668506E-15
2.35E-6                   2424404.4809677154       -6.12596275345941E11     6.514843672704186E-15
2.45E-6                   2485469.4984292695       -6.08704073885131E11     6.4785033046274644E-15
2.55E-6                   2546145.2957447423       -6.048118724243212E11    6.439301117889936E-15
2.65E-6                   2606431.872914133        -6.009196709635114E11    6.399907146387148E-15
2.75E-6                   2666329.229937444        -5.970274695027009E11    6.360735752102721E-15
2.8500000000000002E-6     2725837.366814675        -5.931352680418911E11    6.320842879343872E-15
2.95E-6                   2784956.283545822        -5.892430665810809E11    6.281911116969348E-15
3.0500000000000004E-6     2843685.9801308913       -5.85350865120271E11     6.2444716855140225E-15
3.15E-6                   2902026.4565698756       -5.814586636594609E11    6.206317308273488E-15
3.25E-6                   2959977.7128627817       -5.775664621986511E11    6.167500206030895E-15
3.35E-6                   3017421.893727735        -5.72326790725776E11     6.129614398662819E-15
3.45E-6                   3074446.472520259        -5.681647851247268E11    6.08926013867859E-15
3.5500000000000003E-6     3131054.850752679        -5.640027795236764E11    6.053421375688494E-15
3.65E-6                   3187621.7653865684       -5.737964693695352E11    6.014362485181486E-15
3.75E-6                   3244855.6887369077       -5.708819976372402E11    5.975821026693244E-15
3.85E-6                   3301798.164914017        -5.679675259049456E11    5.938089628357835E-15
3.95E-6                   3358621.1371827736       -5.700486919555343E11    5.901528879571029E-15
4.05E-6                   3415420.3443749426       -5.659354518878425E11    5.865347402087305E-15
4.15E-6                   3471808.2275603414       -5.618222118201519E11    5.829018904022035E-15
4.250000000000001E-6      3527784.786738973        -5.57708971752461E11     5.7903657113186E-15
4.35E-6                   3583210.769900463        -5.486532648110656E11    5.7534013910296754E-15
4.45E-6                   3637915.072138843        -5.454327799565635E11    5.719531710038127E-15
