0,4095
1,4095
2,4095
4,4094
6,4094
7,4094
9,4094
10,4093
12,4093
13,4092
15,4092
17,4091
18,4090
20,4090
21,4089
23,4088
24,4087
26,4086
28,4085
29,4084
31,4083
32,4081
34,4080
35,4079
37,4077
39,4076
40,4074
42,4073
43,4071
45,4069
46,4068
48,4066
50,4064
51,4062
53,4060
54,4058
56,4056
57,4054
59,4051
61,4049
62,4047
64,4044
65,4042
67,4039
68,4037
70,4034
72,4031
73,4028
75,4026
76,4023
78,4020
79,4017
81,4014
83,4010
84,4007
86,4004
87,4001
89,3997
90,3994
92,3990
93,3987
95,3983
97,3980
98,3976
100,3972
101,3968
103,3964
104,3960
106,3956
108,3952
109,3948
111,3944
112,3940
114,3935
115,3931
117,3926
119,3922
120,3917
122,3913
123,3908
125,3903
126,3899
128,3894
130,3889
131,3884
133,3879
134,3874
136,3869
137,3864
139,3858
141,3853
142,3848
144,3842
145,3837
147,3831
148,3826
150,3820
152,3815
153,3809
155,3803
156,3797
158,3791
159,3785
161,3779
163,3773
164,3767
166,3761
167,3755
169,3748
170,3742
172,3736
174,3729
175,3723
177,3716
178,3709
180,3703
181,3696
183,3689
185,3682
186,3676
188,3669
189,3662
191,3655
192,3647
194,3640
196,3633
197,3626
199,3618
200,3611
202,3604
203,3596
205,3589
207,3581
208,3573
210,3566
211,3558
213,3550
214,3542
216,3534
218,3526
219,3518
221,3510
222,3502
224,3494
225,3486
227,3478
228,3469
230,3461
232,3452
233,3444
235,3435
236,3427
238,3418
239,3410
241,3401
243,3392
244,3383
246,3374
247,3365
249,3357
250,3347
252,3338
254,3329
255,3320
257,3311
258,3302
260,3292
261,3283
263,3274
265,3264
266,3255
268,3245
269,3235
271,3226
272,3216
274,3206
276,3197
277,3187
279,3177
280,3167
282,3157
283,3147
285,3137
286,3127
288,3117
290,3106
291,3096
293,3086
294,3075
296,3065
297,3055
299,3044
301,3034
302,3023
304,3012
305,3002
307,2991
308,2980
310,2969
312,2959
313,2948
315,2937
316,2926
318,2915
319,2904
321,2893
323,2882
324,2870
326,2859
327,2848
329,2837
330,2825
332,2814
333,2802
335,2791
337,2779
338,2768
340,2756
341,2745
343,2733
344,2721
346,2709
348,2698
349,2686
351,2674
352,2662
354,2650
355,2638
357,2626
359,2614
360,2602
362,2590
363,2578
365,2565
366,2553
368,2541
369,2528
371,2516
373,2504
374,2491
376,2479
377,2466
379,2454
380,2441
382,2428
384,2416
385,2403
387,2390
388,2378
390,2365
391,2352
393,2339
394,2326
396,2313
398,2300
399,2287
401,2274
402,2261
404,2248
405,2235
407,2222
409,2208
410,2195
412,2182
413,2169
415,2155
416,2142
418,2128
420,2115
421,2102
423,2088
424,2075
426,2061
427,2047
429,2034
430,2021
432,2007
434,1993
435,1980
437,1966
438,1952
440,1938
441,1924
443,1910
445,1897
446,1883
448,1869
449,1855
451,1841
452,1827
454,1812
455,1798
457,1784
459,1770
460,1756
462,1742
463,1728
465,1713
466,1699
468,1685
469,1670
471,1656
473,1642
474,1627
476,1613
477,1598
479,1584
480,1569
482,1555
484,1540
485,1526
487,1511
488,1497
490,1482
491,1467
493,1453
494,1438
496,1423
498,1408
499,1394
501,1379
502,1364
504,1349
505,1334
507,1320
508,1305
510,1290
512,1275
513,1260
515,1245
516,1230
518,1215
519,1200
521,1185
522,1170
524,1155
526,1140
527,1125
529,1110
530,1094
532,1079
533,1064
535,1049
537,1034
538,1019
540,1003
541,988
543,973
544,958
546,942
547,927
549,912
551,896
552,881
554,866
555,850
557,835
558,820
560,804
561,789
563,773
565,758
566,742
568,727
569,712
571,696
572,681
574,665
575,650
577,634
579,619
580,603
582,587
583,572
585,556
586,541
588,525
589,510
591,494
593,478
594,463
596,447
597,432
599,416
600,400
602,385
603,369
605,353
607,338
608,322
610,306
611,291
613,275
614,259
616,244
617,228
619,212
620,197
622,181
624,165
625,150
627,134
628,118
630,103
631,87
633,71
634,55
636,40
638,24
639,8
641,-6
642,-22
644,-37
645,-53
647,-69
648,-84
650,-100
652,-116
653,-132
655,-147
656,-163
658,-179
659,-194
661,-210
662,-226
664,-241
665,-257
667,-273
669,-288
670,-304
672,-320
673,-335
675,-351
676,-367
678,-382
